Video ID,Title,Views,Likes,Comments,Thumbnail URL,Extracted Text,Sentiment Polarity,Sentiment Subjectivity,Image Format,Width,Height,Resolution,Aspect Ratio,Brightness,Contrast,Saturation,Hue,Estimated Gamma,Sharpness,White Balance Deviation,Exposure,Face Present,Num Faces,Face Size Ratios,Dominant Emotions
iyjr9SdVeSY,Get Upto 50% Off this Republic Day,3978,47,0,https://i.ytimg.com/vi/iyjr9SdVeSY/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,52.533998842592595,60.08733007283986,71.0030150462963,45.0763599537037,2.2791739365993293,1001.168450882523,17.400457175925922,52.533998842592595,False,0,,
XZNx1ubewOk,Rare Rabbit Republic Day Sale: Flat 50% Off | Live Now,28248,55,0,https://i.ytimg.com/vi/XZNx1ubewOk/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,90.74164351851852,71.33570429978941,64.65752314814814,33.4711400462963,1.490660551860275,710.5105612862963,14.53521412037037,90.74164351851852,True,1,0.0052,error
euuwR-J_FCA,Rare Rabbit&#39;s Latest Must-Haves!,64,2,0,https://i.ytimg.com/vi/euuwR-J_FCA/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,133.8740740740741,76.91296750809919,1.3522974537037038,10.617112268518518,0.9296206503223172,345.0168806624215,0.26509259259259466,133.8740740740741,False,0,,
lMsrVsrar6o,Get upto 50% off | EOSS sale is live,24,0,0,https://i.ytimg.com/vi/lMsrVsrar6o/hqdefault.jpg,"eatshirts
Sweaters",0.0,0.0,JPEG,480,360,172800,1.3333333333333333,107.12443865740741,99.06241237861383,68.99140625,18.025185185185187,1.251209602590432,2072.060525610017,11.643269675925922,107.12443865740741,False,0,,
rPwHj2Ju-NA,VOYAGE IS HERE: Explore Our Newest Collection Now!,3927,174,0,https://i.ytimg.com/vi/rPwHj2Ju-NA/hqdefault.jpg,feted. ; «3;,0.0,0.0,JPEG,480,360,172800,1.3333333333333333,88.7908275462963,64.82442287658841,25.005711805555556,58.14796875,1.522014693965503,520.8294837319625,1.2782696759259267,88.7908275462963,False,0,,
Qguojghf7xw,Feel the rise with Gravity 2.0—where style knows no bounds,528682,5428,0,https://i.ytimg.com/vi/Qguojghf7xw/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,81.70117476851851,57.479301455760066,25.69757523148148,94.34109953703704,1.6420685191631939,1062.4374593819325,6.836076388888898,81.70117476851851,False,0,,
NRj3FI-2gog,Kushjotwani x Rare Rabbit,64555,935,0,https://i.ytimg.com/vi/NRj3FI-2gog/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,25.518778935185185,35.207089644565656,143.00201388888888,22.617262731481482,3.3208660436797954,123.44274241777588,19.309739583333332,25.518778935185185,False,0,,
CxTOQJy5GHA,Kushjotwani x Rare Rabbit,182088,12,0,https://i.ytimg.com/vi/CxTOQJy5GHA/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,78.2193576388889,61.821195192671055,86.0465162037037,25.217777777777776,1.7048996537016443,397.09459343050725,27.839126157407406,78.2193576388889,False,0,,
4oTdrb86CHQ,Sneakers that make a statement,37527,61,0,https://i.ytimg.com/vi/4oTdrb86CHQ/hqdefault.jpg,"TRANSCEND
Yo",0.0,0.0,JPEG,480,360,172800,1.3333333333333333,86.35566550925925,61.355529656312434,30.08808449074074,33.887997685185184,1.5621345106679612,982.0780261137035,5.311817129629631,86.35566550925925,True,1,0.0188,error
hKAuS0CNVy8,Sneakers that make a statement,66819,33,0,https://i.ytimg.com/vi/hKAuS0CNVy8/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,144.84093171296297,88.1306092478682,5.464502314814815,22.128755787037036,0.8160278847559422,1494.057175925926,1.2290219907407334,144.84093171296297,False,0,,
Mg0wkcD4vMo,Rare Rabbit Republic Day Sale: Flat 50% Off,10845,100,0,https://i.ytimg.com/vi/Mg0wkcD4vMo/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,60.670069444444444,77.98947029469446,14.624155092592593,15.8803125,2.0714403792557134,688.3607482274185,3.322806712962965,60.670069444444444,True,1,0.0052,error
a1w_RWJ0qoM,Rare Ones Republic Sale starts on 23rd January!,57,1,0,https://i.ytimg.com/vi/a1w_RWJ0qoM/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,21.695520833333333,33.52059708613705,102.83819444444444,67.27538773148149,3.555028121355085,632.8216317510074,10.323570601851852,21.695520833333333,True,1,0.0501,error
GVHhKp58bGw,Rare Ones Republic Sale starts on 23rd January!,31,1,0,https://i.ytimg.com/vi/GVHhKp58bGw/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,59.26418981481481,67.95894880190737,59.6446875,14.492517361111112,2.1052647175052166,544.279085165895,14.381018518518523,59.26418981481481,True,1,0.1896,error
1wQIdiHuxfk,Rare Rabbit Republic Day Sale: Upto 50% Off,14078,59,0,https://i.ytimg.com/vi/1wQIdiHuxfk/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,66.37153935185185,48.521720534237225,63.59730324074074,27.400063657407408,1.9418606069975193,826.0083675570934,16.002812499999997,66.37153935185185,False,0,,
osptnXG5KuM,Step into exclusivity: Dorset pro in luxurious burgundy.,57,4,0,https://i.ytimg.com/vi/osptnXG5KuM/hqdefault.jpg,"STATE-OF-THE- ART

anne rtt",0.0,0.0,JPEG,480,360,172800,1.3333333333333333,130.72097800925926,81.44972553108938,5.815422453703704,23.570393518518518,0.9640065647009497,703.3078645832999,1.7123842592592666,130.72097800925926,False,0,,
Vp1M9aIElko,END OF SEASON SALE | ENDING SOON,65,3,0,https://i.ytimg.com/vi/Vp1M9aIElko/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,144.01933449074073,85.58584548147736,3.0880034722222223,3.765023148148148,0.8242347416563613,532.0727430555555,1.2092766203703889,144.01933449074073,False,0,,
nyxqNPmeKgM,Block Party -Where the Party Never Ends,58,3,0,https://i.ytimg.com/vi/nyxqNPmeKgM/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,53.21466435185185,42.68967717460041,140.89761574074075,39.88322337962963,2.260601478342324,203.73883678114146,13.892002314814818,53.21466435185185,True,1,0.0389,error
I1TxBM0RVGM,End of Season Sale is Live – Up to 40% Off,57,1,0,https://i.ytimg.com/vi/I1TxBM0RVGM/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,30.45667824074074,38.75436666654707,77.72298032407407,31.987199074074073,3.065666739178999,439.77508621315457,11.00232638888889,30.45667824074074,True,1,0.0195,error
hCZdvG87FLs,Discover Luxury with every Rare Step.,594,5,0,https://i.ytimg.com/vi/hCZdvG87FLs/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,126.36736689814815,78.35004786886148,24.009895833333335,101.74081018518518,1.0128732969599858,502.3319328702363,5.72313657407409,126.36736689814815,False,0,,
CXa19R6qbkE,Introducing Parallax | Colourblock Sneakers,98,1,0,https://i.ytimg.com/vi/CXa19R6qbkE/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,51.891788194444445,59.18576479463207,70.43786458333334,42.78396990740741,2.2969190898719343,648.3861267349054,17.523987268518518,51.891788194444445,False,0,,
Jk-Y5zv9-Hs,Shrawan Chetri X Rare Rabbit,146519,1028,1,https://i.ytimg.com/vi/Jk-Y5zv9-Hs/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,32.4369212962963,33.87909573112336,179.75373842592592,47.47676504629629,2.974788447241973,165.14843169819397,28.441469907407406,32.4369212962963,True,1,0.0300,error
mpoCBrtIbIg,Rare Rabbit X Sarbik,250,7,0,https://i.ytimg.com/vi/mpoCBrtIbIg/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,121.24976273148148,69.61381657184394,9.720590277777777,29.061550925925925,1.072515322930347,320.85205988926936,3.0286747685185134,121.24976273148148,False,0,,
VlvfFJxFuF0,Behram x Rare Rabbit,143,3,0,https://i.ytimg.com/vi/VlvfFJxFuF0/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,47.603431712962966,66.24986623698037,89.32856481481481,41.27137152777778,2.421359761362345,300.2786435694231,6.973148148148148,47.603431712962966,True,3,"0.1854,0.1039,0.0567","error,error,error"
MsadLrx2jN4,Express. Explore. Shine. With Rare Ones,516,9,0,https://i.ytimg.com/vi/MsadLrx2jN4/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,30.210358796296298,45.77641512883235,64.46530671296296,32.00638310185185,3.0773820234944047,323.00526517275387,7.315896990740743,30.210358796296298,False,0,,
pkY_TrW51mA,Express. Explore. Shine. With Rare Ones,92244,4,0,https://i.ytimg.com/vi/pkY_TrW51mA/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,20.120353009259258,32.34888121477475,113.59218171296297,47.163917824074076,3.6637697246888896,520.6047395712436,13.714820601851851,20.120353009259258,True,1,0.0501,error
PrtSSJ-NFCc,Express. Explore. Shine. With Rare Ones,1905,15,0,https://i.ytimg.com/vi/PrtSSJ-NFCc/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,15.35197337962963,28.579742205075096,102.93119212962964,64.78092013888889,4.054001226961158,708.184702883572,8.727291666666668,15.35197337962963,False,0,,
Iik36sghlVQ,Rare Rabbit X Ranavat,199186,544,0,https://i.ytimg.com/vi/Iik36sghlVQ/hqdefault.jpg,,,,JPEG,480,360,172800,1.3333333333333333,26.46417824074074,26.717455135757096,80.59861111111111,36.30798611111111,3.2683844855205146,150.0735240965457,9.977528935185184,26.46417824074074,True,1,0.0169,error
